,age,maritalstatus,education,vh14p,vh12g,vh12p,vh10g,vh10p,vh08g,vh08p,vh06g,vh06p,vh04g,vh04p,vh02g,vh02p,vh00g,vh00p,net_worth,home_owner_or_renter,g08_precinct_turnout,g10_precinct_turnout,g12_precinct_turnout,p08_precinct_turnout,p10_precinct_turnout,p12_precinct_turnout,vote_prob
6093,0.08641975308641975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.51,0.4,0.5142857142857145,0.09,0.13,0.09,0.06666666666666664
40589,0.7530864197530864,0.0,0.36363636363636365,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6900000000000001,0.62,0.7714285714285714,0.17,0.28,0.15,0.8666666666666665
30577,0.5308641975308641,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.74,0.64,0.7857142857142856,0.19,0.3,0.19,0.5999999999999999
7140,0.2345679012345679,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.63,0.43,0.6285714285714286,0.05,0.12,0.09,0.13333333333333341
24706,0.5432098765432098,0.0,0.8181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.76,0.74,0.8142857142857143,0.09,0.32,0.2,0.6666666666666663
18725,0.30864197530864196,0.5,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,0.24,0.35714285714285726,0.08,0.08,0.08,3.411275458650571e-17
12529,0.7530864197530864,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.78,0.75,0.8142857142857143,0.27,0.44,0.33,0.5999999999999999
16928,0.5802469135802468,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.66,0.56,0.6714285714285715,0.12,0.24,0.13,0.8666666666666661
10290,0.6419753086419753,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.375,1.0,0.61,0.52,0.6285714285714286,0.15,0.25,0.14,0.26666666666666694
7951,0.7037037037037037,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.59,0.41,0.5571428571428572,0.06,0.12,0.06,1.0494395483758923e-16
31462,0.3333333333333333,0.5,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.61,0.52,0.6285714285714286,0.15,0.25,0.14,0.06666666666666674
38165,0.35802469135802467,0.0,0.8181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.61,0.48,0.6428571428571428,0.09,0.15,0.07,0.3999999999999999
22701,0.07407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.45,0.5428571428571429,0.09,0.15,0.08,0.0666666666666666
41265,0.8765432098765433,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.38,0.42857142857142855,0.09,0.13,0.09,0.5333333333333337
17357,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.61,0.7142857142857144,0.18,0.33,0.3,7.587712816043424e-18
6896,0.5679012345679013,1.0,0.4545454545454546,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.375,0.0,0.6,0.44,0.5428571428571429,0.06,0.12,0.06,0.46666666666666656
33801,0.5185185185185186,0.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.33,0.24,0.2,0.05,0.07,0.06,0.4
44752,0.6790123456790123,1.0,0.8181818181818182,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,1.0,0.84,0.79,0.8285714285714285,0.3,0.5,0.36,0.7999999999999998
34278,0.8148148148148149,1.0,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.0,0.85,0.76,0.842857142857143,0.38,0.48,0.32,0.6
41514,0.2345679012345679,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.39,0.6142857142857143,0.04,0.1,0.06,7.439324153908796e-17
42459,0.2839506172839506,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.51,0.49,0.5999999999999999,0.09,0.27,0.45,0.06666666666666664
8009,0.5925925925925926,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.61,0.47,0.6285714285714286,0.1,0.19,0.13,0.2666666666666667
57,0.2962962962962962,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.68,0.58,0.7285714285714286,0.12,0.28,0.15,0.13333333333333336
24163,0.4938271604938271,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.64,0.5,0.6428571428571428,0.08,0.15,0.12,4.33589306565587e-17
1503,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.61,0.55,0.5714285714285716,0.14,0.31,0.2,0.3333333333333334
46760,0.1111111111111111,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.33,0.5,0.03,0.09,0.05,0.06666666666666664
32348,0.24691358024691357,0.5,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,0.8300000000000001,0.78,0.8142857142857143,0.3,0.4,0.28,0.13333333333333336
21421,0.728395061728395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.45,0.5999999999999999,0.05,0.13,0.08,0.39999999999999986
12732,0.18518518518518517,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.58,0.42,0.5999999999999999,0.05,0.12,0.07,0.0
5296,0.4938271604938271,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.61,0.51,0.6142857142857143,0.11,0.2,0.14,0.3333333333333335
32314,0.39506172839506165,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.77,0.75,0.8142857142857143,0.2,0.39,0.24,0.3333333333333332
38026,0.06172839506172839,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24,0.14,0.14285714285714296,0.03,0.04,0.04,0.0
3465,0.2345679012345679,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.68,0.55,0.6571428571428573,0.12,0.22,0.13,0.3333333333333333
2624,0.728395061728395,0.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.51,0.37,0.5142857142857145,0.05,0.1,0.06,0.4666666666666667
38971,0.5061728395061729,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.67,0.56,0.6571428571428573,0.1,0.21,0.13,0.4666666666666667
21995,0.6296296296296295,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.375,0.5,0.48,0.36,0.38571428571428584,0.1,0.12,0.09,0.33333333333333326
39336,0.9506172839506173,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.375,1.0,0.65,0.51,0.6285714285714286,0.13,0.2,0.15,0.46666666666666684
39662,0.2839506172839506,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.62,0.6428571428571428,0.16,0.35000000000000003,0.22,5.4668569972736765e-17
48246,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.39,0.6142857142857143,0.04,0.1,0.06,0.19999999999999996
7892,0.25925925925925924,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.46,0.33,0.5,0.06,0.09,0.07,0.1333333333333334
12563,0.5308641975308641,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.125,1.0,0.63,0.48,0.6142857142857143,0.1,0.15,0.09,0.33333333333333376
721,0.30864197530864196,1.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.67,0.53,0.6857142857142857,0.11,0.2,0.13,0.3333333333333335
24782,0.5432098765432098,0.0,0.6363636363636364,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.73,0.66,0.7428571428571429,0.19,0.3,0.16,0.5999999999999999
21673,0.3703703703703704,1.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.375,0.0,0.5700000000000001,0.42,0.5142857142857145,0.12,0.17,0.12,0.3333333333333334
20784,0.024691358024691357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7000000000000001,0.61,0.7571428571428573,0.2,0.29,0.24,0.0
28109,0.16049382716049382,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.6,0.43,0.5857142857142856,0.06,0.12,0.08,0.13333333333333325
37557,0.48148148148148145,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.125,1.0,0.65,0.61,0.6857142857142857,0.11,0.3,0.26,0.4
44897,0.4567901234567901,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.77,0.72,0.842857142857143,0.25,0.39,0.25,0.26666666666666655
42085,0.271604938271605,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.54,0.4,0.5428571428571429,0.05,0.1,0.07,0.06666666666666679
31127,0.14814814814814814,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7000000000000001,0.66,0.8142857142857143,0.22,0.4,0.23,0.2666666666666667
19064,0.48148148148148145,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.56,0.54,0.6428571428571428,0.17,0.32,0.24,0.06666666666666671
685,0.271604938271605,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.65,0.5700000000000001,0.7,0.11,0.19,0.14,0.33333333333333337
31914,0.5802469135802468,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.62,0.49,0.5714285714285716,0.1,0.19,0.11,0.06666666666666665
26121,0.30864197530864196,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.5700000000000001,0.47,0.6571428571428573,0.1,0.16,0.1,0.06666666666666662
29793,0.4074074074074074,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.6,0.47,0.5714285714285716,0.13,0.21,0.15,0.06666666666666668
34133,0.2345679012345679,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.65,0.56,0.7142857142857144,0.2,0.25,0.2,0.2
19841,0.8395061728395061,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.0,0.48,0.37,0.39999999999999997,0.09,0.14,0.09,0.9999999999999999
37485,0.5802469135802468,0.0,0.8181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.86,0.81,0.8714285714285714,0.28,0.46,0.28,0.5333333333333331
3876,0.5432098765432098,1.0,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.36,0.4714285714285715,0.08,0.07,0.1,0.13333333333333341
44324,0.8765432098765433,1.0,0.36363636363636365,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.72,0.62,0.7428571428571429,0.15,0.26,0.17,0.9333333333333333
27287,0.13580246913580246,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.53,0.41,0.5571428571428572,0.1,0.13,0.1,0.0
1103,0.07407407407407407,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.63,0.54,0.7,0.16,0.25,0.19,0.1333333333333334
45178,0.14814814814814814,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.39,0.6142857142857143,0.04,0.1,0.06,0.2
45033,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.6,0.59,0.6714285714285715,0.15,0.32,0.62,0.26666666666666683
40488,0.06172839506172839,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.46,0.33,0.5,0.06,0.09,0.07,0.0
32788,0.5925925925925926,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.77,0.67,0.7857142857142856,0.17,0.28,0.17,0.5333333333333332
24712,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.47,0.36,0.4428571428571429,0.08,0.1,0.09,1.654602224902191e-16
41985,0.7777777777777779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.0,0.49,0.41,0.4428571428571429,0.07,0.12,0.08,0.33333333333333326
30304,0.14814814814814814,0.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.61,0.55,0.7,0.09,0.2,0.14,0.46666666666666656
47784,0.5061728395061729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.55,0.46,0.6571428571428573,0.05,0.14,0.08,0.13333333333333333
5464,0.5555555555555556,0.5,0.18181818181818182,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.48,0.34,0.5428571428571429,0.04,0.09,0.06,0.933333333333333
13637,0.8271604938271604,1.0,0.2727272727272727,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.72,0.64,0.7428571428571429,0.14,0.26,0.14,0.8
241,0.04938271604938271,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.52,0.35000000000000003,0.5285714285714287,0.05,0.08,0.07,0.0
15248,0.6790123456790123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.66,0.53,0.6857142857142857,0.08,0.18,0.14,0.3333333333333336
39049,0.30864197530864196,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.0,0.63,0.51,0.6285714285714286,0.08,0.19,0.11,0.7333333333333328
44792,0.30864197530864196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.79,0.7000000000000001,0.7428571428571429,0.21,0.36,0.23,0.2666666666666666
8189,0.617283950617284,1.0,0.8181818181818182,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.74,0.65,0.7571428571428573,0.18,0.31,0.18,0.933333333333333
1553,0.2345679012345679,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.59,0.5,0.5999999999999999,0.15,0.24,0.15,0.13333333333333316
35878,0.024691358024691357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4,0.27,0.31428571428571433,0.06,0.07,0.07,0.06666666666666654
12864,0.48148148148148145,0.0,0.18181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.74,0.68,0.7571428571428573,0.14,0.34,0.2,0.4666666666666667
46197,0.2962962962962962,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.52,0.35000000000000003,0.5857142857142856,0.04,0.1,0.05,0.1333333333333332
40809,0.5432098765432098,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.65,0.61,0.7,0.11,0.29,0.27,0.1333333333333333
24663,0.7407407407407407,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.79,0.74,0.8,0.26,0.43,0.25,0.7333333333333332
8002,0.691358024691358,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.72,0.7714285714285714,0.25,0.41,0.25,0.7999999999999998
16470,0.5061728395061729,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.55,0.5,0.5285714285714287,0.12,0.25,0.15,0.06666666666666672
48070,0.46913580246913583,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.58,0.53,0.6571428571428573,0.13,0.21,0.14,0.3333333333333333
4677,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.58,0.49,0.6714285714285715,0.12,0.19,0.1,0.0
34413,0.08641975308641975,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.48,0.41,0.5714285714285716,0.1,0.15,0.09,0.06666666666666664
9397,0.6049382716049383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.6,0.44,0.5999999999999999,0.06,0.15,0.1,0.13333333333333344
31276,0.19753086419753085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6900000000000001,0.58,0.7,0.13,0.23,0.13,0.13333333333333333
7191,0.48148148148148145,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.71,0.61,0.7857142857142856,0.16,0.28,0.2,0.13333333333333333
24272,0.5925925925925926,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.39,0.33,0.4714285714285715,0.07,0.11,0.08,0.4000000000000001
37280,0.3703703703703704,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.625,0.0,0.51,0.39,0.5714285714285716,0.06,0.11,0.07,0.13333333333333328
4697,0.6666666666666667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.5700000000000001,0.48,0.5714285714285716,0.11,0.22,0.14,0.933333333333333
24122,0.5185185185185186,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.46,0.5999999999999999,0.1,0.18,0.1,6.344695139077744e-17
29843,0.3333333333333333,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.67,0.5700000000000001,0.6857142857142857,0.14,0.25,0.13,0.13333333333333336
22534,0.44444444444444436,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.67,0.62,0.7857142857142856,0.21,0.27,0.23,0.33333333333333337
44476,0.7037037037037037,1.0,0.7272727272727273,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5700000000000001,0.42,0.5857142857142856,0.08,0.15,0.09,0.8666666666666664
23343,0.44444444444444436,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.43,0.25,0.3428571428571429,0.07,0.08,0.07,0.0666666666666667
19363,0.44444444444444436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.63,0.5,0.6285714285714286,0.16,0.18,0.18,0.0666666666666667
6691,0.1111111111111111,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.52,0.38,0.5857142857142856,0.07,0.11,0.1,0.0
1457,0.6666666666666667,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.8300000000000001,0.77,0.8142857142857143,0.21,0.4,0.25,0.6666666666666665
10328,0.46913580246913583,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.74,0.68,0.7571428571428573,0.14,0.34,0.2,0.7999999999999999
12259,0.48148148148148145,0.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.125,1.0,0.58,0.46,0.6142857142857143,0.07,0.14,0.07,0.4000000000000004
28010,0.4938271604938271,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.49,0.41,0.45714285714285713,0.07,0.11,0.08,0.33333333333333337
42220,0.037037037037037035,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.47,0.6142857142857143,0.11,0.2,0.15,0.0
18064,0.8888888888888888,0.0,0.2727272727272727,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.0,0.74,0.65,0.7285714285714286,0.18,0.32,0.19,0.6000000000000001
